record_type,analysis_start,analysis_end,total_events,total_users,total_items,total_categories,buy_events,paying_users,repeat_buy_users,repeat_buy_rate,behavior_type,event_count,event_ratio,date,uv,active_items,pv,fav,cart,buy,hour,total_behavior_count,valid_conversion_count,conversion_to_buy_rate,funnel_order,one_time_buyers,r_score,f_score,segment,user_count,avg_recency_days,avg_frequency,cohort_date,day_number,retained_users,cohort_users,retention_rate,category_id,item_count,buy_pv_rate,item_id
product_hourly,,,,,,,,,,,,15.0,,,15.0,,15.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,21.0,,,20.0,,20.0,0.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,31.0,,,30.0,,25.0,3.0,2.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,25.0,,,23.0,,22.0,1.0,1.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,34.0,,,30.0,,27.0,6.0,1.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,19.0,,,19.0,,19.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,12.0,,,12.0,,11.0,0.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,5.0,,,5.0,,4.0,0.0,1.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,4.0,,,4.0,,3.0,0.0,1.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,4.0,,,4.0,,4.0,0.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,4.0,,,4.0,,4.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,10.0,,,10.0,,8.0,2.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,15.0,,,10.0,,15.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,2453685.0
product_hourly,,,,,,,,,,,,9.0,,,9.0,,7.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,10.0,,,10.0,,9.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,6.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,12.0,,,11.0,,11.0,0.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,15.0,,,14.0,,15.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,16.0,,,14.0,,14.0,0.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,10.0,,,10.0,,9.0,0.0,1.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,17.0,,,13.0,,15.0,0.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,14.0,,,14.0,,13.0,0.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,11.0,,,11.0,,7.0,0.0,4.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,11.0,,,10.0,,11.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,12.0,,,11.0,,12.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,15.0,,,15.0,,15.0,0.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,25.0,,,24.0,,23.0,2.0,0.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,20.0,,,18.0,,18.0,1.0,0.0,1.0,14.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,15.0,,,14.0,,12.0,1.0,2.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,4.0,,,4.0,,3.0,0.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,0.0,0.0,2.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,8.0,,,7.0,,8.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,2521928.0
product_hourly,,,,,,,,,,,,7.0,,,5.0,,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,6.0,,,6.0,,6.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,11.0,,,6.0,,11.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,7.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,7.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,16.0,,,15.0,,14.0,0.0,2.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,10.0,,,9.0,,10.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,5.0,,,4.0,,4.0,0.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,9.0,,,8.0,,8.0,1.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,16.0,,,14.0,,15.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,12.0,,,12.0,,11.0,1.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,13.0,,,11.0,,12.0,0.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,17.0,,,16.0,,16.0,0.0,1.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,17.0,,,16.0,,16.0,0.0,1.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,8.0,0.0,0.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,8.0,,,6.0,,7.0,0.0,1.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,2.0,,,1.0,,1.0,0.0,1.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,8.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,2530033.0
product_hourly,,,,,,,,,,,,21.0,,,16.0,,17.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,6.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,12.0,,,11.0,,12.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,11.0,,,9.0,,8.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,13.0,,,9.0,,12.0,0.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,14.0,,,11.0,,12.0,0.0,2.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,17.0,,,14.0,,16.0,0.0,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,14.0,,,11.0,,10.0,0.0,2.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,15.0,,,13.0,,10.0,0.0,2.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,27.0,,,21.0,,23.0,1.0,2.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,15.0,,,13.0,,14.0,0.0,0.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,26.0,,,20.0,,20.0,1.0,3.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,20.0,,,15.0,,17.0,0.0,3.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,24.0,,,20.0,,21.0,1.0,1.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,34.0,,,21.0,,27.0,0.0,5.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,13.0,,,11.0,,13.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,9.0,,,6.0,,8.0,0.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,4.0,,,4.0,,3.0,0.0,1.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,1.0,1.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,7.0,,,6.0,,6.0,0.0,1.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,2560262.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,7.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,7.0,,,6.0,,6.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,7.0,,,7.0,,6.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,5.0,,,5.0,,5.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,4.0,,,4.0,,4.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,10.0,,,10.0,,10.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,14.0,,,13.0,,12.0,1.0,1.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,11.0,,,11.0,,11.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,18.0,,,16.0,,15.0,1.0,2.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,9.0,,,9.0,,8.0,1.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,9.0,,,9.0,,8.0,1.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,12.0,,,11.0,,12.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,19.0,,,18.0,,17.0,0.0,2.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,27.0,,,26.0,,22.0,1.0,3.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,14.0,,,14.0,,12.0,1.0,0.0,1.0,14.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,8.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,6.0,,,6.0,,6.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,5.0,,,5.0,,3.0,0.0,1.0,1.0,18.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,4.0,,,4.0,,3.0,0.0,1.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,7.0,,,7.0,,7.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,2667082.0
product_hourly,,,,,,,,,,,,6.0,,,5.0,,5.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,9.0,,,7.0,,9.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,8.0,,,8.0,,8.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,12.0,,,9.0,,11.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,12.0,,,6.0,,12.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,7.0,,,7.0,,7.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,16.0,,,11.0,,15.0,1.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,20.0,,,15.0,,17.0,2.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,14.0,,,12.0,,14.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,7.0,,,6.0,,6.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,8.0,,,6.0,,8.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,14.0,,,11.0,,12.0,1.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,11.0,,,9.0,,9.0,1.0,1.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,22.0,,,18.0,,21.0,1.0,0.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,26.0,,,15.0,,23.0,0.0,3.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,10.0,,,8.0,,7.0,3.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,5.0,,,5.0,,4.0,0.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,2778083.0
product_hourly,,,,,,,,,,,,13.0,,,11.0,,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,16.0,,,12.0,,15.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,11.0,,,8.0,,11.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,14.0,,,13.0,,12.0,1.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,11.0,,,10.0,,10.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,12.0,,,12.0,,10.0,2.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,14.0,,,10.0,,13.0,1.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,17.0,,,14.0,,13.0,1.0,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,14.0,,,14.0,,12.0,1.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,14.0,,,11.0,,14.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,13.0,,,12.0,,9.0,1.0,3.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,11.0,,,10.0,,9.0,1.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,12.0,,,11.0,,12.0,0.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,21.0,,,14.0,,18.0,1.0,2.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,20.0,,,16.0,,18.0,1.0,1.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,16.0,,,10.0,,15.0,0.0,1.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,9.0,,,8.0,,9.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,4.0,,,3.0,,4.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,2.0,,,2.0,,2.0,0.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,2.0,,,1.0,,2.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,4.0,,,4.0,,4.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,2783905.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,12.0,,,7.0,,10.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,10.0,,,9.0,,8.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,10.0,,,9.0,,9.0,0.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,26.0,,,22.0,,24.0,0.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,20.0,,,15.0,,20.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,22.0,,,14.0,,20.0,0.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,16.0,,,16.0,,16.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,22.0,,,12.0,,20.0,0.0,2.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,15.0,,,10.0,,14.0,1.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,25.0,,,21.0,,22.0,1.0,1.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,17.0,,,12.0,,16.0,0.0,0.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,23.0,,,21.0,,19.0,2.0,2.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,27.0,,,20.0,,24.0,1.0,1.0,1.0,14.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,31.0,,,25.0,,29.0,0.0,2.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,18.0,,,11.0,,17.0,0.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,0.0,0.0,0.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,5.0,,,2.0,,4.0,0.0,0.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,3.0,,,3.0,,3.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,4.0,,,4.0,,4.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,2790543.0
product_hourly,,,,,,,,,,,,14.0,,,13.0,,10.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,16.0,,,15.0,,14.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,11.0,,,11.0,,10.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,16.0,,,14.0,,14.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,16.0,,,15.0,,15.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,12.0,,,10.0,,10.0,1.0,0.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,20.0,,,18.0,,20.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,22.0,,,22.0,,21.0,1.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,19.0,,,15.0,,17.0,0.0,2.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,18.0,,,18.0,,15.0,1.0,2.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,18.0,,,18.0,,16.0,1.0,1.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,17.0,,,16.0,,14.0,1.0,2.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,27.0,,,27.0,,22.0,2.0,3.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,36.0,,,29.0,,34.0,1.0,1.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,33.0,,,32.0,,29.0,2.0,2.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,19.0,,,19.0,,13.0,4.0,2.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,14.0,,,11.0,,14.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,9.0,,,9.0,,8.0,0.0,1.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,2818406.0
product_hourly,,,,,,,,,,,,1.0,,,1.0,,1.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,2818406.0
